Date,Term,Cluster,X Coordinate,Y Coordinate
9/25/15,khmelnitsky,9,-11.394675254821777,25.10675621032715
9/25/15,newmont,7,-10.597113609313965,25.958341598510742
9/25/15,tbcb,-1,-12.199175834655762,25.425861358642578
9/25/15,multinationals,5,-11.097311973571777,25.543685913085938
9/25/15,fission,8,-9.648764610290527,26.07079315185547
9/25/15,containment_building,-1,-10.35362434387207,25.832563400268555
9/25/15,bwr,-1,-11.419624328613281,25.832244873046875
9/25/15,optation,-1,-11.662861824035645,26.2153263092041
9/25/15,naval_reactor,-1,-11.454117774963379,25.877756118774414
9/25/15,platinum,7,-9.142874717712402,25.205739974975586
9/25/15,solvent_extraction,-1,-10.961105346679688,26.241666793823242
9/25/15,purl,-1,-11.223515510559082,26.47451400756836
9/25/15,posco,-1,-11.176264762878418,24.95533561706543
9/25/15,boiling_water_reactor,17,-11.107858657836914,26.287872314453125
9/25/15,mondelz,11,-9.944755554199219,24.704463958740234
9/25/15,radioactive_material,8,-9.686111450195312,25.505413055419922
9/25/15,greenlight,-1,-11.833710670471191,25.521724700927734
9/25/15,khnp,-1,-11.690956115722656,25.58802032470703
9/25/15,aero,-1,-10.262993812561035,26.06368064880371
9/25/15,lwrs,-1,-11.269201278686523,25.950862884521484
9/25/15,enrichment,8,-9.00294017791748,25.76427459716797
9/25/15,chubu,-1,-12.105236053466797,25.267534255981445
9/25/15,unicem,15,-12.325175285339355,25.20935821533203
9/25/15,terrapower,-1,-10.943449974060059,25.34027862548828
9/25/15,jordan,0,-10.550722122192383,23.014806747436523
9/25/15,latvia,0,-10.325244903564453,23.302587509155273
9/25/15,fluoride_salt,-1,-10.077033996582031,26.476985931396484
9/25/15,pfbr,-1,-10.459735870361328,25.89643669128418
9/25/15,microfiltration,10,-11.109703063964844,26.307666778564453
9/25/15,yucca_mountain,8,-9.839204788208008,25.42610740661621
9/25/15,inspector,3,-9.317307472229004,24.393447875976562
9/25/15,uranium,8,-8.901276588439941,25.618017196655273
9/25/15,inl,8,-10.550549507141113,25.683734893798828
9/25/15,wahkaji,-1,-12.381900787353516,26.199134826660156
9/25/15,purex,-1,-11.342697143554688,26.143400192260742
9/25/15,transuranic,8,-10.692526817321777,26.51439666748047
9/25/15,pyongsan,-1,-12.605655670166016,25.738370895385742
9/25/15,energoatom,9,-11.561195373535156,24.587743759155273
9/25/15,crec,15,-12.045738220214844,25.024442672729492
9/25/15,universalisation,15,-12.331929206848145,25.760862350463867
9/25/15,flamanville,-1,-10.450920104980469,25.35736083984375
9/25/15,ugo,-1,-12.052572250366211,25.739912033081055
9/25/15,milling_operation,-1,-11.37568473815918,26.19215965270996
9/25/15,biomass,2,-11.133340835571289,23.96377944946289
9/25/15,lanl,4,-12.033625602722168,25.98012351989746
9/25/15,mwth,2,-11.598368644714355,24.979793548583984
9/25/15,banning,1,-10.041353225708008,24.108020782470703
9/25/15,cryogenic,16,-10.622842788696289,26.442319869995117
9/25/15,epr,-1,-10.223653793334961,25.485307693481445
9/25/15,dry_cask,8,-10.335704803466797,26.01605987548828
9/25/15,magnox,9,-11.692602157592773,25.02034568786621
9/25/15,open_pit_mining,7,-9.902680397033691,25.279848098754883
9/25/15,nuclear_facility,-1,-9.125752449035645,24.32301139831543
9/25/15,inking,-1,-11.458634376525879,24.58191680908203
9/25/15,central_research_institute,15,-11.720232009887695,25.221435546875
9/25/15,demand,2,-11.382753372192383,23.40721893310547
9/25/15,snapback,1,-9.732580184936523,24.123037338256836
9/25/15,pressurised,-1,-10.005316734313965,25.78085708618164
9/25/15,polymet,-1,-11.230854988098145,25.169755935668945
9/25/15,lalor,15,-12.142727851867676,26.12315559387207
9/25/15,peaceful,3,-9.225690841674805,23.86048698425293
9/25/15,ansto,15,-11.614603042602539,25.684288024902344
9/25/15,nanotechnology,4,-9.87024211883545,25.175392150878906
9/25/15,cnnc,11,-9.636122703552246,24.271390914916992
9/25/15,anthropology,4,-9.591877937316895,25.075634002685547
9/25/15,floating_nuclear,14,-11.82097053527832,24.958215713500977
9/25/15,energy_plant,6,-10.819086074829102,24.96285057067871
9/25/15,hitachi,11,-10.196479797363281,24.97574806213379
9/25/15,enrollee,15,-11.536189079284668,25.532405853271484
9/25/15,un_security_council,1,-9.917074203491211,24.387205123901367
9/25/15,agenda,5,-10.294431686401367,24.305679321289062
9/25/15,purity,8,-9.69687557220459,26.029369354248047
9/25/15,aboveground,15,-11.760552406311035,25.338396072387695
9/25/15,copper,7,-9.154261589050293,25.259092330932617
9/25/15,turkey,0,-10.186208724975586,22.97161102294922
9/25/15,water_reactor,-1,-9.660181045532227,25.99402618408203
9/25/15,high_temperature_reactor,-1,-11.29182243347168,26.569210052490234
9/25/15,output,2,-11.216387748718262,23.44984245300293
9/25/15,nuclear_engineering,4,-9.466109275817871,25.063552856445312
9/25/15,cyprus,0,-10.108064651489258,22.89474868774414
9/25/15,varan,6,-11.351313591003418,25.626291275024414
9/25/15,roadmap,1,-9.73138427734375,23.76869010925293
9/25/15,fast_breeder_reactor,16,-10.621795654296875,25.925764083862305
9/25/15,signed,5,-10.369441032409668,24.192401885986328
9/25/15,strengthening,5,-10.246662139892578,23.530012130737305
9/25/15,urenco,-1,-12.492754936218262,24.742637634277344
9/25/15,belfer,4,-10.444671630859375,25.128385543823242
9/25/15,reactor_vessel,-1,-10.410284996032715,26.205106735229492
9/25/15,national_atomic_energy_agency,15,-12.416075706481934,25.90768814086914
9/25/15,olkiluoto,-1,-10.588262557983398,25.456933975219727
9/25/15,prospecting,7,-9.127341270446777,25.28371810913086
9/25/15,ambitious,5,-10.250951766967773,23.815662384033203
9/25/15,nepa,5,-11.537003517150879,24.688737869262695
9/25/15,armenia,0,-9.954551696777344,23.047569274902344
9/25/15,kalpakkam,-1,-10.848517417907715,25.352441787719727
9/25/15,geh,17,-11.065328598022461,25.605792999267578
9/25/15,fissionable,8,-9.27484130859375,26.06319236755371
9/25/15,biofuels,2,-10.84887981414795,23.59626579284668
9/25/15,multinational,11,-8.962258338928223,24.456695556640625
9/25/15,cia,5,-9.895407676696777,24.148202896118164
9/25/15,downblended,-1,-11.648542404174805,25.969820022583008
9/25/15,reactor_technology,-1,-10.321913719177246,25.356122970581055
9/25/15,energy_consumption,2,-11.476357460021973,23.74907684326172
9/25/15,doctorate,4,-9.234284400939941,24.874526977539062
9/25/15,energy,2,-11.181501388549805,23.236888885498047
9/25/15,contaminated_material,10,-10.856355667114258,26.648792266845703
9/25/15,tehran,3,-9.471817970275879,23.94054412841797
9/25/15,belene,-1,-12.391467094421387,26.236787796020508
9/25/15,pwr,-1,-10.111603736877441,26.244773864746094
9/25/15,thickener,10,-11.259215354919434,26.662580490112305
9/25/15,affordability,5,-10.456762313842773,24.58514976501465
9/25/15,cavendish,15,-11.911322593688965,26.222286224365234
9/25/15,nnegc,-1,-12.036029815673828,24.3482723236084
9/25/15,generation_iii,-1,-10.477544784545898,25.60634994506836
9/25/15,tender,5,-10.598790168762207,24.550477981567383
9/25/15,bidding,5,-10.52352523803711,24.56219482421875
9/25/15,high_level_waste,8,-10.25622272491455,26.20286750793457
9/25/15,finalizing,5,-10.442859649658203,24.2321834564209
9/25/15,hydro,2,-11.389698028564453,23.450960159301758
9/25/15,supercomputing,4,-10.041596412658691,25.17109489440918
9/25/15,government_approval,5,-10.655336380004883,24.759248733520508
9/25/15,earmark,5,-11.42333698272705,25.479984283447266
9/25/15,sinosteel,-1,-12.24551773071289,25.15155029296875
9/25/15,inked,5,-10.41103458404541,24.168935775756836
9/25/15,verifiably,-1,-10.63480281829834,24.231645584106445
9/25/15,forrester,15,-11.86122989654541,26.04802894592285
9/25/15,tokai,15,-11.816849708557129,26.094032287597656
9/25/15,sinomach,12,-12.500368118286133,25.06432342529297
9/25/15,klt,15,-12.580318450927734,25.11176109313965
9/25/15,electricity,2,-11.252041816711426,23.23634910583496
9/25/15,asn,6,-10.762763023376465,25.44527816772461
9/25/15,voima,-1,-12.595108032226562,24.953582763671875
9/25/15,nuclear_programme,3,-9.16556167602539,23.80629539489746
9/25/15,sinop,-1,-12.562376976013184,24.671340942382812
9/25/15,electrowinning,10,-11.665188789367676,26.579381942749023
10/25/15,civil_nuclear,5,-10.15694808959961,23.551183700561523
10/25/15,ge_energy,-1,-11.97343921661377,24.893672943115234
10/25/15,acquired,11,-9.579700469970703,24.398883819580078
10/25/15,morocco,0,-10.465482711791992,22.938383102416992
10/25/15,fluor,11,-9.431992530822754,23.916208267211914
10/25/15,shipyard,-1,-9.8150053024292,24.680158615112305
10/25/15,syria,0,-9.409900665283203,23.559358596801758
10/25/15,melted,-1,-9.940805435180664,25.4975643157959
10/25/15,heavy_water,8,-10.032039642333984,25.952043533325195
10/25/15,jgc,15,-11.82850170135498,24.904123306274414
10/25/15,spent_fuel,8,-9.800131797790527,26.176036834716797
10/25/15,yukiya,3,-9.941192626953125,24.454011917114258
10/25/15,mining_company,7,-9.227767944335938,25.223079681396484
10/25/15,international_security,5,-9.862139701843262,24.211606979370117
10/25/15,sinter,-1,-10.890003204345703,25.779953002929688
10/25/15,rdx,8,-9.78579330444336,25.931961059570312
10/25/15,monju,-1,-10.561321258544922,26.252849578857422
10/25/15,uniper,-1,-11.505145072937012,25.679210662841797
10/25/15,complementarity,5,-11.286996841430664,25.50684928894043
10/25/15,nuclear_industry,6,-10.321935653686523,25.13343620300293
10/25/15,hpr,-1,-12.371513366699219,25.50548553466797
10/25/15,icebreaker,-1,-9.926492691040039,24.757505416870117
10/25/15,international_cooperation,5,-10.294992446899414,23.64576530456543
10/25/15,containment_vessel,-1,-10.249629974365234,26.143165588378906
10/25/15,stockpiling,8,-9.28217601776123,25.61117935180664
10/25/15,arak,8,-9.886628150939941,25.925098419189453
10/25/15,arka,0,-11.967689514160156,24.425540924072266
10/25/15,patented,16,-9.980586051940918,25.918121337890625
10/25/15,poland,0,-10.095532417297363,23.10317611694336
10/25/15,reactor_power,-1,-10.812085151672363,26.08106231689453
10/25/15,drastically,2,-11.254229545593262,23.329910278320312
10/25/15,marigold,-1,-11.305001258850098,26.158628463745117
10/25/15,ftas,5,-11.772439002990723,24.876951217651367
10/25/15,energy_strategy,5,-10.623357772827148,23.993927001953125
10/25/15,sojitz,15,-11.947900772094727,24.660709381103516
10/25/15,council,1,-10.464713096618652,24.299907684326172
10/25/15,kepco,12,-10.420674324035645,24.642473220825195
10/25/15,nonproliferation_treaty,6,-10.19929313659668,25.031644821166992
10/25/15,nuclear_threat_initiative,15,-11.801830291748047,25.68692398071289
10/25/15,sandia,4,-9.959793090820312,25.02194595336914
10/25/15,intermediate_level_waste,-1,-11.82559871673584,25.9744873046875
10/25/15,pori,-1,-12.442082405090332,24.51046371459961
10/25/15,toshiba,11,-9.378764152526855,24.442861557006836
10/25/15,cruiser,-1,-9.854875564575195,24.73810386657715
10/25/15,asean,5,-10.437100410461426,23.3350830078125
10/25/15,siting,5,-10.582168579101562,24.78101348876953
10/25/15,miniature,-1,-10.734282493591309,26.09349822998047
10/25/15,waste_treatment,8,-10.341198921203613,25.732336044311523
10/25/15,diversification,5,-10.692587852478027,23.634124755859375
10/25/15,zarubezhneft,15,-12.076933860778809,24.684492111206055
10/25/15,power_generation,2,-11.564339637756348,23.453121185302734
10/25/15,reactor_core,-1,-10.103133201599121,26.01923179626465
10/25/15,pressurizer,-1,-11.873629570007324,26.22032928466797
10/25/15,authorisation,5,-10.666464805603027,24.54513931274414
10/25/15,ornl,4,-9.860252380371094,25.205190658569336
10/25/15,exelon,11,-9.688462257385254,24.308801651000977
10/25/15,jalalpour,-1,-11.881264686584473,24.392166137695312
10/25/15,rosenergoatom,15,-12.254094123840332,24.859943389892578
10/25/15,ordinator,-1,-10.465435028076172,24.909032821655273
10/25/15,cameco,7,-9.669689178466797,24.756763458251953
10/25/15,state_owned_company,11,-10.441912651062012,24.91217041015625
10/25/15,adjudication,5,-10.945261001586914,24.80474281311035
10/25/15,icf,-1,-11.35693359375,25.37322425842285
10/25/15,steag,15,-12.30600643157959,24.816429138183594
10/25/15,research_development,5,-9.800198554992676,24.48764419555664
10/25/15,nuclear_powered,-1,-9.983080863952637,24.753870010375977
10/25/15,tokamak,16,-9.7591552734375,25.776611328125
10/25/15,wwer,-1,-10.93112850189209,25.80508804321289
10/25/15,bolton,-1,-10.531190872192383,24.88338279724121
10/25/15,nandipur,-1,-10.77468490600586,24.558290481567383
10/25/15,iran,3,-9.56174373626709,23.757204055786133
10/25/15,prosperity,5,-10.71410083770752,23.743928909301758
10/25/15,scana,-1,-11.559429168701172,25.18296241760254
10/25/15,gcc,0,-10.741656303405762,23.044830322265625
10/25/15,piu,-1,-11.408061027526855,25.504783630371094
10/25/15,novovoronezh,9,-11.20408821105957,24.980697631835938
10/25/15,power_station,2,-11.493276596069336,23.80550193786621
10/25/15,ukraine,0,-9.559088706970215,23.465402603149414
10/25/15,nuclear_development,3,-9.720029830932617,23.72539710998535
10/25/15,strictly,1,-10.023940086364746,24.057785034179688
10/25/15,china_general_nuclear,-1,-10.61126708984375,24.15898323059082
10/25/15,hazardous,8,-9.77341079711914,25.675060272216797
10/25/15,russian,0,-9.421378135681152,23.487834930419922
10/25/15,atomstroyexport,-1,-11.337495803833008,25.08769989013672
10/25/15,eis,5,-10.658807754516602,24.552040100097656
10/25/15,estonia,0,-10.07645034790039,23.17055892944336
10/25/15,electricity_infrastructure,2,-10.903635025024414,24.030460357666016
10/25/15,attarat,15,-12.46417236328125,24.964868545532227
10/25/15,eutectic,10,-11.340657234191895,26.338455200195312
10/25/15,amano,3,-10.091084480285645,24.487335205078125
10/25/15,zipper,-1,-11.109299659729004,26.315319061279297
10/25/15,lithuania,0,-10.06751537322998,23.022375106811523
10/25/15,technopromexport,-1,-12.327667236328125,24.244125366210938
10/25/15,uralchem,-1,-12.371630668640137,25.633350372314453
10/25/15,candu,-1,-10.78923511505127,25.804533004760742
10/25/15,environmental_approval,5,-10.8181734085083,24.75640296936035
10/25/15,tenderer,5,-11.572629928588867,25.29534149169922
10/25/15,agco,15,-12.170101165771484,25.13422393798828
10/25/15,temeln,9,-11.35400676727295,25.00579833984375
10/25/15,policymaking,5,-11.091999053955078,24.67436981201172
10/25/15,hoan,-1,-12.186400413513184,24.198293685913086
10/25/15,edf,11,-9.398855209350586,24.311494827270508
10/25/15,pyhjoki,-1,-11.689702987670898,25.75191879272461
10/25/15,egyptian,0,-10.61738109588623,22.944849014282227
10/25/15,energy_ministerial,-1,-12.23201847076416,25.344711303710938
10/25/15,sultanate,0,-10.853875160217285,23.043134689331055
10/25/15,mambilla,-1,-11.92886734008789,24.999897003173828
10/25/15,electricity_demand,2,-11.342262268066406,23.427587509155273
10/25/15,developing,5,-10.699333190917969,23.537622451782227
10/25/15,slime,-1,-10.857532501220703,26.505197525024414
10/25/15,gaseous_diffusion,8,-10.668953895568848,25.659833908081055
10/25/15,qatar,0,-10.850207328796387,22.992565155029297
10/25/15,cjsc,2,-11.186806678771973,24.101810455322266
10/25/15,remittance,5,-11.07956600189209,23.48619842529297
10/25/15,reactor_vendor,6,-9.539889335632324,23.240798950195312
10/25/15,nuclear_weapon,3,-9.700450897216797,23.791086196899414
10/25/15,mit,4,-9.42751693725586,24.654035568237305
10/25/15,sakhalinsk,15,-12.37684154510498,25.498624801635742
10/25/15,international_atomic_energy_agency,3,-9.781290054321289,24.188106536865234
10/25/15,licencing,11,-11.056089401245117,24.70050048828125
10/25/15,molten_chloride,-1,-10.756280899047852,26.415857315063477
10/25/15,kuwait,0,-10.95924186706543,23.023733139038086
10/25/15,kazmunaygas,-1,-12.36962890625,25.644540786743164
10/25/15,experimental_reactor,-1,-10.639089584350586,25.522348403930664
10/25/15,sarcophagus,-1,-11.118773460388184,25.931747436523438
10/25/15,smolyan,15,-12.477033615112305,25.707918167114258
10/25/15,ffm,15,-12.179109573364258,24.586406707763672
10/25/15,caramel,-1,-11.672285079956055,26.246992111206055
10/25/15,un,1,-9.987105369567871,23.988462448120117
10/25/15,joint_stock_company,-1,-11.818175315856934,23.921798706054688
10/25/15,greece,0,-10.093974113464355,23.02430534362793
10/25/15,arab,0,-10.815232276916504,22.945058822631836
10/25/15,mba,4,-9.141291618347168,24.76398468017578
10/25/15,nha,-1,-12.083425521850586,23.963802337646484
10/25/15,infill,7,-10.025050163269043,25.039897918701172
10/25/15,opmart,-1,-11.916412353515625,24.55560302734375
10/25/15,immersion,-1,-11.136960983276367,26.130481719970703
10/25/15,waste_policy,6,-11.609870910644531,25.974767684936523
10/25/15,control_rod,-1,-10.587407112121582,26.012279510498047
10/25/15,cleanrooms,10,-11.220754623413086,26.20936393737793
10/25/15,grid,2,-11.41369915008545,23.80584144592285
10/25/15,climate,5,-10.398348808288574,23.594701766967773
10/25/15,iga,5,-11.21622371673584,24.057044982910156
10/25/15,enforcing,1,-10.100639343261719,23.983739852905273
10/25/15,norway,0,-10.200961112976074,23.167266845703125
10/25/15,stuk,-1,-11.389935493469238,25.00662612915039
10/25/15,cernavoda,-1,-12.251248359680176,25.529380798339844
10/25/15,interconnectivity,2,-11.298295021057129,24.297929763793945
10/25/15,destroyer,-1,-9.950727462768555,24.6500244140625
10/25/15,esp,-1,-10.792248725891113,26.321977615356445
10/25/15,electrochemically,10,-11.987518310546875,25.277814865112305
10/25/15,kinh,-1,-12.070870399475098,23.987241744995117
10/25/15,peak,2,-11.393571853637695,23.53416633605957
10/25/15,general_electric,11,-9.45544719696045,24.45449447631836
10/25/15,electricity_generation,2,-11.549178123474121,23.332862854003906
10/25/15,gw,2,-11.714871406555176,23.46249008178711
10/25/15,power_production,2,-11.609021186828613,23.404556274414062
10/25/15,oversea,-1,-12.174677848815918,24.804718017578125
10/25/15,reactor_component,-1,-11.450032234191895,25.97287368774414
10/25/15,grid_stability,2,-11.28699016571045,25.172019958496094
10/25/15,tourism,5,-10.82504940032959,23.573915481567383
10/25/15,fdi,5,-10.87786865234375,23.622581481933594
10/25/15,mwe,-1,-10.23007583618164,25.67627716064453
10/25/15,dareini,-1,-10.116202354431152,24.610918045043945
10/25/15,egypt,0,-10.662439346313477,22.970394134521484
10/25/15,pressurised_water_reactor,-1,-10.518354415893555,25.69546890258789
10/25/15,oco,-1,-11.938891410827637,25.576597213745117
10/25/15,nuclear_submarine,-1,-9.977785110473633,24.77360725402832
10/25/15,power_reactor,6,-10.241106033325195,24.989147186279297
10/25/15,snptc,-1,-12.355180740356445,24.611900329589844
10/25/15,armoury,6,-11.454142570495605,25.50269317626953
10/25/15,national_security,5,-10.14538860321045,24.033781051635742
10/25/15,nuclear_unit,-1,-10.61927318572998,25.01604652404785
10/25/15,rosatom,11,-10.290559768676758,24.263999938964844
10/25/15,atb,-1,-11.499756813049316,25.321325302124023
10/25/15,relicensing,5,-10.773832321166992,24.970949172973633
10/25/15,kr,-1,-10.463422775268555,24.560123443603516
10/25/15,strict,1,-9.709867477416992,24.003902435302734
10/25/15,ankara,0,-9.757758140563965,23.227500915527344
10/25/15,energy_cooperation,5,-10.261007308959961,23.565080642700195
10/25/15,vienna,1,-9.61958122253418,23.925302505493164
10/25/15,nuclear_infrastructure,3,-9.676796913146973,24.126850128173828
10/25/15,export_control,1,-10.266425132751465,24.11802864074707
10/25/15,iaea,3,-9.71951675415039,24.033916473388672
10/25/15,cooperation_agreement,5,-10.197051048278809,23.679019927978516
10/25/15,nuclear_activity,3,-9.516016006469727,23.913646697998047
10/25/15,technology_development,5,-10.187528610229492,24.663366317749023
10/25/15,fordow,8,-9.277534484863281,25.367223739624023
10/25/15,light_water_reactor,-1,-10.49606990814209,25.59227752685547
10/25/15,perchlorate,-1,-10.469367027282715,26.230146408081055
10/25/15,fanc,-1,-11.859105110168457,25.118253707885742
10/25/15,eletronuclear,-1,-11.724583625793457,24.69672203063965
10/25/15,nsc,15,-11.060242652893066,25.40953826904297
10/25/15,ctci,-1,-11.461297035217285,26.02845573425293
10/25/15,sx,10,-10.963241577148438,26.44100570678711
10/25/15,wassa,15,-12.06882381439209,25.941726684570312
10/25/15,jv,11,-9.171446800231934,24.25094985961914
10/25/15,overloading,-1,-11.124393463134766,25.792551040649414
10/25/15,bilateral_cooperation,5,-10.345677375793457,23.44579315185547
10/25/15,energy_technology,2,-11.332870483398438,23.56989097595215
10/25/15,strategic_cooperation,5,-10.160923957824707,23.360864639282227
10/25/15,superhighway,-1,-11.325536727905273,25.758983612060547
10/25/15,uf,-1,-9.518728256225586,25.23873519897461
10/25/15,eea,5,-11.04100227355957,24.810853958129883
10/25/15,tote,-1,-10.899493217468262,26.29422950744629
10/25/15,bulgaria,0,-10.046552658081055,23.133827209472656
10/25/15,kansai_electric_power,-1,-10.23255443572998,24.975709915161133
10/25/15,holding_company,11,-9.46861743927002,24.44199562072754
10/25/15,watchdog,6,-10.105504035949707,24.69304847717285
10/25/15,rehabilitating,-1,-10.831208229064941,25.129220962524414
10/25/15,verification,3,-9.820707321166992,24.0977840423584
10/25/15,appraisal,5,-10.512706756591797,24.69795036315918
10/25/15,servant,5,-9.663864135742188,24.845008850097656
10/25/15,nnsa,4,-10.07175064086914,24.929996490478516
10/25/15,hualong,-1,-10.282472610473633,25.322309494018555
10/25/15,powerlines,-1,-11.830886840820312,25.867713928222656
10/25/15,vale,7,-9.125774383544922,24.877307891845703
10/25/15,hed,15,-12.25971794128418,25.74493408203125
10/25/15,hanhikivi,-1,-11.777073860168457,25.279483795166016
10/25/15,alstom,11,-9.538955688476562,24.48297119140625
10/25/15,sunir,-1,-12.390304565429688,24.892520904541016
10/25/15,hanford,8,-10.250465393066406,25.577354431152344
10/25/15,openpit,-1,-11.83864688873291,26.138168334960938
10/25/15,engie,11,-9.810760498046875,24.42667007446289
10/25/15,nugen,-1,-12.138328552246094,24.73819351196289
10/25/15,signing,5,-10.298702239990234,23.732431411743164
10/25/15,adherence,1,-10.054948806762695,23.863740921020508
10/25/15,recyclables,-1,-11.30318832397461,26.411365509033203
10/25/15,emir,0,-11.02039909362793,23.43897819519043
10/25/15,ucla,4,-9.280092239379883,24.878280639648438
10/25/15,atomic_reactor,16,-10.943405151367188,25.506107330322266
10/25/15,westinghouse,11,-9.732690811157227,24.656091690063477
10/25/15,cutlery,-1,-11.403616905212402,26.081872940063477
10/25/15,reactor_fueled,16,-11.668519020080566,25.70041275024414
10/25/15,ccecc,15,-12.448716163635254,24.958629608154297
10/25/15,baic,12,-11.629542350769043,24.786706924438477
10/25/15,prohibit,1,-10.187098503112793,24.124225616455078
10/25/15,suntech,15,-12.460692405700684,24.995691299438477
10/25/15,rulemaking,5,-10.964038848876953,24.793058395385742
10/25/15,mine,7,-9.217583656311035,25.24521827697754
10/25/15,rfp,5,-10.953184127807617,24.827777862548828
10/25/15,serbia,0,-10.178380012512207,22.96111297607422
10/25/15,slovakia,0,-10.026542663574219,23.267345428466797
10/25/15,transmission,2,-11.292523384094238,23.854778289794922
10/25/15,polytechnic,4,-9.106942176818848,24.832796096801758
10/25/15,subsidiary,11,-9.443005561828613,24.300243377685547
10/25/15,rhenium,-1,-10.750456809997559,25.97679901123047
10/25/15,xe,-1,-11.066570281982422,25.893537521362305
10/25/15,renewable,2,-11.54318618774414,23.590972900390625
10/25/15,cadarache,9,-10.956742286682129,26.15896987915039
10/25/15,nuclear_material,8,-9.538321495056152,25.44843101501465
10/25/15,interdisciplinary,4,-9.841367721557617,24.521364212036133
10/25/15,radioactive_release,-1,-11.642061233520508,25.86835289001465
10/25/15,miner,7,-9.338411331176758,25.2145938873291
10/25/15,calpine,11,-11.733410835266113,25.061656951904297
10/25/15,ethiopia,0,-10.544390678405762,22.943429946899414
10/25/15,huaneng,12,-11.678088188171387,24.47640037536621
10/25/15,mwt,-1,-11.790868759155273,25.39309310913086
10/25/15,dalkia,-1,-12.314203262329102,25.258739471435547
10/25/15,lint,15,-10.969603538513184,25.507389068603516
10/25/15,sweden,0,-10.559127807617188,23.381406784057617
10/25/15,steamer,-1,-11.984313011169434,25.688547134399414
10/25/15,prototype,16,-9.740504264831543,25.769067764282227
10/25/15,test_reactor,-1,-11.97800064086914,26.09345245361328
10/25/15,reprocess,8,-9.71462345123291,26.15192985534668
10/25/15,algeria,0,-10.532060623168945,23.03788185119629
10/25/15,stockpile,8,-9.210129737854004,25.654264450073242
10/25/15,inter_rao,11,-10.608994483947754,23.790283203125
10/25/15,nato,0,-9.490984916687012,23.48084259033203
10/25/15,trane,15,-12.194127082824707,25.779014587402344
10/25/15,archenemy,15,-12.107139587402344,25.829818725585938
10/25/15,mous,5,-10.36275577545166,23.949676513671875
10/25/15,haiphong,-1,-12.107124328613281,23.994762420654297
10/25/15,energy_plan,5,-10.653205871582031,24.010425567626953
10/25/15,site_selection,5,-11.243383407592773,25.235383987426758
10/25/15,powergen,-1,-12.033246994018555,24.38266372680664
10/25/15,drilling,7,-9.539822578430176,25.078372955322266
10/25/15,strategic_relationship,5,-11.518396377563477,24.664649963378906
10/25/15,science,4,-9.33395004272461,24.896480560302734
10/25/15,underground_mine,7,-9.855650901794434,25.17371368408203
10/25/15,steam_generator,16,-10.202028274536133,26.101442337036133
10/25/15,biomedical,4,-9.88149642944336,25.085994720458984
10/25/15,next_generation_nuclear,-1,-11.024127006530762,25.00183868408203
10/25/15,restrictive,1,-10.324012756347656,24.440046310424805
10/25/15,moscow,0,-9.416126251220703,23.518810272216797
10/25/15,prohibits,1,-10.117173194885254,24.218387603759766
10/25/15,pnnl,-1,-10.671183586120605,25.78006935119629
10/25/15,rostec,-1,-11.30133056640625,24.435245513916016
10/25/15,fatf,1,-11.10685920715332,24.677946090698242
10/25/15,research_facility,-1,-9.845703125,25.334571838378906
10/25/15,elution,9,-11.063628196716309,25.207103729248047
10/25/15,mixed_oxide_fuel,8,-10.347885131835938,26.21438217163086
10/25/15,tvel,-1,-12.313362121582031,24.901315689086914
10/25/15,phwrs,-1,-11.194987297058105,26.030153274536133
10/25/15,memorandum,5,-10.297477722167969,23.489337921142578
10/25/15,isotope,8,-9.675498962402344,25.80249786376953
10/25/15,wipp,8,-10.015159606933594,25.619443893432617
10/25/15,psus,5,-11.677233695983887,25.527868270874023
10/25/15,reactor_system,10,-11.34711742401123,26.46217918395996
10/25/15,krsko,6,-11.72219467163086,25.450244903564453
10/25/15,takahama,9,-10.781475067138672,25.271045684814453
10/25/15,plant,2,-11.57502269744873,23.847288131713867
10/25/15,netherlands,0,-10.109457015991211,23.23484992980957
10/25/15,areva,11,-9.804545402526855,24.81649398803711
10/25/15,ringhals,-1,-12.293596267700195,24.617652893066406
10/25/15,steelmaker,11,-10.471738815307617,24.697372436523438
10/25/15,water_cooled_reactor,-1,-9.58303451538086,26.12208366394043
10/25/15,enriched,8,-9.308783531188965,25.7884578704834
10/25/15,californium,-1,-11.349945068359375,26.158557891845703
10/25/15,integrated_nuclear_infrastructure_review,-1,-11.338738441467285,25.03803062438965
10/25/15,smr,-1,-10.101015090942383,25.948665618896484
10/25/15,heu_fuel,8,-10.911168098449707,26.46474266052246
10/25/15,mineral,7,-9.174485206604004,25.245738983154297
10/25/15,pit,7,-9.403956413269043,25.17559814453125
10/25/15,ect,-1,-11.55219554901123,26.19860076904297
10/25/15,jaitapur,-1,-11.495800018310547,25.232059478759766
10/25/15,thermoelectric,16,-10.155447006225586,26.057302474975586
10/25/15,nuclear_fuel,8,-9.370532035827637,26.03668975830078
10/25/15,bilateral,5,-10.490686416625977,23.41558265686035
10/25/15,spent_nuclear_fuel,8,-9.827756881713867,26.19976043701172
10/25/15,vision,5,-10.348430633544922,23.845441818237305
10/25/15,fissile,8,-9.386695861816406,25.886186599731445
10/25/15,radioactive_waste,8,-10.081562042236328,25.83962059020996
10/25/15,regrind,10,-10.672927856445312,26.48802375793457
10/25/15,weatherization,15,-11.627592086791992,25.463340759277344
